id,siteURL,mastertype
1de4ec80e9eb4918a3186a3097100578_b5c8861a89dd44939b409c08d3bc6b04,http://ilexue.yonyou.com/kng/course/package/video/1de4ec80e9eb4918a3186a3097100578_b5c8861a89dd44939b409c08d3bc6b04.html,
c27107d3f62e4d30932d58ebbcaf91b1_dd3605a8052b4d75bb9d1e7f2e44eda7,http://ilexue.yonyou.com/kng/course/package/video/c27107d3f62e4d30932d58ebbcaf91b1_dd3605a8052b4d75bb9d1e7f2e44eda7.html,
9daa202418dd4518bd13cedc7df5d587_e6ea82aac00345cfb86f525956152350,http://ilexue.yonyou.com/kng/course/package/video/9daa202418dd4518bd13cedc7df5d587_e6ea82aac00345cfb86f525956152350.html,
a7b04b14047b4a57b2cfa07e88655b68_c85224cd51a2441a97d4732be214964b,http://ilexue.yonyou.com/kng/course/package/video/a7b04b14047b4a57b2cfa07e88655b68_c85224cd51a2441a97d4732be214964b.html,
bfa9d1a9b70b446198d490cf634e1a5e_372ae615560d4e3baf50f1c4d01b2d1e,http://ilexue.yonyou.com/kng/course/package/video/bfa9d1a9b70b446198d490cf634e1a5e_372ae615560d4e3baf50f1c4d01b2d1e.html,
936edd6c14c74d3188dabff8397a8b19_120b2d333c8c4ffb885add0cd7332aaa,http://ilexue.yonyou.com/kng/course/package/video/936edd6c14c74d3188dabff8397a8b19_120b2d333c8c4ffb885add0cd7332aaa.html,
d44b1490dc7f4b0da7a53a0d81a9f916_623d145f2e134ad58754d628dc0fbf15,http://ilexue.yonyou.com/kng/course/package/video/d44b1490dc7f4b0da7a53a0d81a9f916_623d145f2e134ad58754d628dc0fbf15.html,
ce42b85bbe52464e992b64eb1e0eaa16_e059962e074b4199823927ca86697def,http://ilexue.yonyou.com/kng/course/package/video/ce42b85bbe52464e992b64eb1e0eaa16_e059962e074b4199823927ca86697def.html,
8537f1b1da1e4a588ed3ac3dd026f9ed_546022eec30e4b0abdefc945bb83c9bc,http://ilexue.yonyou.com/kng/course/package/video/8537f1b1da1e4a588ed3ac3dd026f9ed_546022eec30e4b0abdefc945bb83c9bc.html,
1ee918a2628f4bb3b71579323e555378_cf51efb0aa0f42b393f17fb1e08d6ec7,http://ilexue.yonyou.com/kng/course/package/video/1ee918a2628f4bb3b71579323e555378_cf51efb0aa0f42b393f17fb1e08d6ec7.html,
479c133698ca416592285ec4042ff81a_23fd6a225e18488ba44157ac8f794ee4,http://ilexue.yonyou.com/kng/course/package/video/479c133698ca416592285ec4042ff81a_23fd6a225e18488ba44157ac8f794ee4.html,
c40991ab987c4db89f7f48af4bdd457a_28826853d9d74f6f8fd72e18fd74d5c5,http://ilexue.yonyou.com/kng/course/package/video/c40991ab987c4db89f7f48af4bdd457a_28826853d9d74f6f8fd72e18fd74d5c5.html,
07b17b2b894b456bb14a1637e07cd3ef_c0f1d7aaf54046008861ff035150f8ac,http://ilexue.yonyou.com/kng/course/package/video/07b17b2b894b456bb14a1637e07cd3ef_c0f1d7aaf54046008861ff035150f8ac.html,
7dc550f524b1420da141e4fa25299fa0,http://ilexue.yonyou.com/kng/view/video/7dc550f524b1420da141e4fa25299fa0.html?uniqueid=637191103609187990,
42bc4bd662934a96b1ec7c237091050f,http://ilexue.yonyou.com/kng/view/video/42bc4bd662934a96b1ec7c237091050f.html?uniqueid=637191103550593634,
84de18684d7a4e65a8432f84b2ddcf04,http://ilexue.yonyou.com/kng/view/video/84de18684d7a4e65a8432f84b2ddcf04.html?uniqueid=637191103532312150,
6737d4348b0041fdb05daf117e6604a4,http://ilexue.yonyou.com/kng/view/video/6737d4348b0041fdb05daf117e6604a4.html?uniqueid=637191103506686694,
93d9c21d185647bea74145ea9300147f,http://ilexue.yonyou.com/kng/view/video/93d9c21d185647bea74145ea9300147f.html?uniqueid=637191103440434854,
3e2a289cfa33499c88ab4cdce9f9e990,http://ilexue.yonyou.com/kng/view/video/3e2a289cfa33499c88ab4cdce9f9e990.html?uniqueid=637191103411214848,
4f5d5992d90546a6a3902fb3ad78d702_e7d9345b2ae84981aba1f852e748f79d,http://ilexue.yonyou.com/kng/course/package/video/4f5d5992d90546a6a3902fb3ad78d702_e7d9345b2ae84981aba1f852e748f79d.html,
4f5d5992d90546a6a3902fb3ad78d702_295a0f200d8f4e08b042ff6fc2289335,http://ilexue.yonyou.com/kng/course/package/video/4f5d5992d90546a6a3902fb3ad78d702_295a0f200d8f4e08b042ff6fc2289335.html,
4f5d5992d90546a6a3902fb3ad78d702_9cb5285087704fb08e01e51838e2215f,http://ilexue.yonyou.com/kng/course/package/video/4f5d5992d90546a6a3902fb3ad78d702_9cb5285087704fb08e01e51838e2215f.html,
4f5d5992d90546a6a3902fb3ad78d702_e24eb4422b22499baf83dc00c37651f3,http://ilexue.yonyou.com/kng/course/package/video/4f5d5992d90546a6a3902fb3ad78d702_e24eb4422b22499baf83dc00c37651f3.html,
e658faafe5e14519b9142df0391c7664_cee1edaea0f248b5a23002750469a3df,http://ilexue.yonyou.com/kng/course/package/video/e658faafe5e14519b9142df0391c7664_cee1edaea0f248b5a23002750469a3df.html,
7f4b757a7aca46079942225afa8fab30_bf151bb5d1e6484f9df1e6bb4984bee2,http://ilexue.yonyou.com/kng/course/package/video/7f4b757a7aca46079942225afa8fab30_bf151bb5d1e6484f9df1e6bb4984bee2.html,
7f4b757a7aca46079942225afa8fab30_64202ceb2bad47d0bce713f7b53df11d,http://ilexue.yonyou.com/kng/course/package/video/7f4b757a7aca46079942225afa8fab30_64202ceb2bad47d0bce713f7b53df11d.html,
7f4b757a7aca46079942225afa8fab30_be78a612e75f40549b00f1cdb3ee3c30,http://ilexue.yonyou.com/kng/course/package/video/7f4b757a7aca46079942225afa8fab30_be78a612e75f40549b00f1cdb3ee3c30.html,
7f4b757a7aca46079942225afa8fab30_f10e7dace82a460192bb6642a67b29ac,http://ilexue.yonyou.com/kng/course/package/video/7f4b757a7aca46079942225afa8fab30_f10e7dace82a460192bb6642a67b29ac.html,
7f4b757a7aca46079942225afa8fab30_4cc7d9e589a1477f877a03f2f7232ef1,http://ilexue.yonyou.com/kng/course/package/video/7f4b757a7aca46079942225afa8fab30_4cc7d9e589a1477f877a03f2f7232ef1.html,
ec58a8224acd4f89926db0f9f5a2c0d2_ded707bc18b84aeaa2ceec50296030ff,http://ilexue.yonyou.com/kng/course/package/video/ec58a8224acd4f89926db0f9f5a2c0d2_ded707bc18b84aeaa2ceec50296030ff.html,
ec58a8224acd4f89926db0f9f5a2c0d2_a703fb93a2824e8b9d5374016bdeb2dd,http://ilexue.yonyou.com/kng/course/package/video/ec58a8224acd4f89926db0f9f5a2c0d2_a703fb93a2824e8b9d5374016bdeb2dd.html,
ec58a8224acd4f89926db0f9f5a2c0d2_64f19774c34a46b28f5571799040680f,http://ilexue.yonyou.com/kng/course/package/video/ec58a8224acd4f89926db0f9f5a2c0d2_64f19774c34a46b28f5571799040680f.html,
ec58a8224acd4f89926db0f9f5a2c0d2_96dad387c03c43d483455e8fd26f050e,http://ilexue.yonyou.com/kng/course/package/video/ec58a8224acd4f89926db0f9f5a2c0d2_96dad387c03c43d483455e8fd26f050e.html,
7f4b757a7aca46079942225afa8fab30_70903972529e4b65a9d1b592d84d0ffe,http://ilexue.yonyou.com/kng/course/package/video/7f4b757a7aca46079942225afa8fab30_70903972529e4b65a9d1b592d84d0ffe.html,
7f4b757a7aca46079942225afa8fab30_b2567c96d6d141dfaeabbccf72608616,http://ilexue.yonyou.com/kng/course/package/video/7f4b757a7aca46079942225afa8fab30_b2567c96d6d141dfaeabbccf72608616.html,
7f4b757a7aca46079942225afa8fab30_62b1a68f2d31481ca311c2a6baf09929,http://ilexue.yonyou.com/kng/course/package/video/7f4b757a7aca46079942225afa8fab30_62b1a68f2d31481ca311c2a6baf09929.html,
7f4b757a7aca46079942225afa8fab30_4bda8594c43c47ed981859ca0194accb,http://ilexue.yonyou.com/kng/course/package/video/7f4b757a7aca46079942225afa8fab30_4bda8594c43c47ed981859ca0194accb.html,
d73cedc866f946539133185d57025e3e,http://ilexue.yonyou.com/kng/view/video/d73cedc866f946539133185d57025e3e.html?uniqueid=637191103322614254,
f4bcf1257eba4792bba1eb8568c77654,http://ilexue.yonyou.com/kng/view/video/f4bcf1257eba4792bba1eb8568c77654.html?uniqueid=637191103303549790,
702f9c815d034bf399f7b070d34fb13e,http://ilexue.yonyou.com/kng/view/video/702f9c815d034bf399f7b070d34fb13e.html?uniqueid=637191103225581040,
